latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,target,split
0.0,0.0,0.0,1.3063648,0.0,0.0,0.0,0.19543332,0.0,0.0,0.0,0.0,4.2133536,0.0,6.5250793,0.0,0.0,0.0,1.0431464,0.0,0.0,0.0,0.0,0.0,4.64202,0.88854045,train
0.0,0.0,0.0,1.306165,0.0,0.0,0.0,0.19472764,0.0,0.0,0.0,0.0,4.213053,0.0,6.5260353,0.0,0.0,0.0,1.0430286,0.0,0.0,0.0,0.0,0.0,4.6425695,0.88854045,train
0.0,0.0,0.0,1.3059651,0.0,0.0,0.0,0.19489989,0.0,0.0,0.0,0.0,4.213164,0.0,6.5259094,0.0,0.0,0.0,1.042832,0.0,0.0,0.0,0.0,0.0,4.6422524,0.88854045,train
0.0,0.0,0.0,1.3064231,0.0,0.0,0.0,0.19469985,0.0,0.0,0.0,0.0,4.2131553,0.0,6.526398,0.0,0.0,0.0,1.043038,0.0,0.0,0.0,0.0,0.0,4.6426125,0.88854045,train
0.0,0.0,0.0,1.3062826,0.0,0.0,0.0,0.19467041,0.0,0.0,0.0,0.0,4.2131486,0.0,6.5264564,0.0,0.0,0.0,1.0431188,0.0,0.0,0.0,0.0,0.0,4.6426854,0.88854045,train
0.0,0.0,0.0,1.3063576,0.0,0.0,0.0,0.19474177,0.0,0.0,0.0,0.0,4.2132583,0.0,6.5264697,0.0,0.0,0.0,1.0430776,0.0,0.0,0.0,0.0,0.0,4.6426163,0.88854045,train
0.0,0.0,0.0,1.3062187,0.0,0.0,0.0,0.19469628,0.0,0.0,0.0,0.0,4.213296,0.0,6.526601,0.0,0.0,0.0,1.0431465,0.0,0.0,0.0,0.0,0.0,4.6426835,0.88854045,train
0.0,0.0,0.0,1.3063428,0.0,0.0,0.0,0.19542846,0.0,0.0,0.0,0.0,4.21306,0.0,6.5259027,0.0,0.0,0.0,1.0429336,0.0,0.0,0.0,0.0,0.0,4.641896,0.88854045,train
0.0,0.0,0.0,1.3064125,0.0,0.0,0.0,0.19472925,0.0,0.0,0.0,0.0,4.21319,0.0,6.526412,0.0,0.0,0.0,1.0430441,0.0,0.0,0.0,0.0,0.0,4.642619,0.88854045,train
0.0,0.0,0.0,1.3060094,0.0,0.0,0.0,0.19474214,0.0,0.0,0.0,0.0,4.2129617,0.0,6.525645,0.0,0.0,0.0,1.04296,0.0,0.0,0.0,0.0,0.0,4.642435,0.88854045,train
0.0,0.0,0.0,1.3055212,0.0,0.0,0.0,0.19560072,0.0,0.0,0.0,0.0,4.2128153,0.0,6.5249553,0.0,0.0,0.0,1.0427942,0.0,0.0,0.0,0.0,0.0,4.641568,0.88854045,train
0.0,0.0,0.0,1.3066677,0.0,0.0,0.0,0.19475618,0.0,0.0,0.0,0.0,4.2131634,0.0,6.5262756,0.0,0.0,0.0,1.0429039,0.0,0.0,0.0,0.0,0.0,4.6424713,0.88854045,train
0.0,0.0,0.0,1.3065046,0.0,0.0,0.0,0.19474518,0.0,0.0,0.0,0.0,4.213234,0.0,6.526399,0.0,0.0,0.0,1.0429914,0.0,0.0,0.0,0.0,0.0,4.642535,0.88854045,train
